# radius     dens           temp        c12          ne22
232
1.21200E+08  5.11610E+07  5.00000E+05  5.00000E-01  2.50000E-02  
1.22000E+08  4.90871E+07  5.00000E+05  5.00000E-01  2.50000E-02  
1.22800E+08  4.70133E+07  5.00000E+05  5.00000E-01  2.50000E-02  
1.23600E+08  4.51259E+07  5.00000E+05  5.00000E-01  2.50000E-02  
1.24400E+08  4.33912E+07  5.00000E+05  5.00000E-01  2.50000E-02  
1.25200E+08  4.16565E+07  5.00000E+05  5.00000E-01  2.50000E-02  
1.26000E+08  3.99218E+07  5.00000E+05  5.00000E-01  2.50000E-02  
1.26800E+08  3.81870E+07  5.00000E+05  5.00000E-01  2.50000E-02  
1.27600E+08  3.65278E+07  5.00000E+05  5.00000E-01  2.50000E-02  
1.28400E+08  3.50952E+07  5.00000E+05  5.00000E-01  2.50000E-02  
1.29200E+08  3.36626E+07  5.00000E+05  5.00000E-01  2.50000E-02  
1.30000E+08  3.22300E+07  5.00000E+05  5.00000E-01  2.50000E-02  
1.30800E+08  3.07974E+07  5.00000E+05  5.00000E-01  2.50000E-02  
1.31600E+08  2.94313E+07  5.00000E+05  5.00000E-01  2.50000E-02  
1.32400E+08  2.82647E+07  5.00000E+05  5.00000E-01  2.50000E-02  
1.33200E+08  2.70980E+07  5.00000E+05  5.00000E-01  2.50000E-02  
1.34000E+08  2.59313E+07  5.00000E+05  5.00000E-01  2.50000E-02  
1.34800E+08  2.47647E+07  5.00000E+05  5.00000E-01  2.50000E-02  
1.35600E+08  2.35980E+07  5.00000E+05  5.00000E-01  2.50000E-02  
1.36400E+08  2.24899E+07  5.00000E+05  5.00000E-01  2.50000E-02  
1.37200E+08  2.15575E+07  5.00000E+05  5.00000E-01  2.50000E-02  
1.38000E+08  2.06251E+07  5.00000E+05  5.00000E-01  2.50000E-02  
1.38800E+08  1.96927E+07  5.00000E+05  5.00000E-01  2.50000E-02  
1.39600E+08  1.87603E+07  5.00000E+05  5.00000E-01  2.50000E-02  
1.40400E+08  1.78279E+07  5.00000E+05  5.00000E-01  2.50000E-02  
1.41200E+08  1.69838E+07  5.00000E+05  5.00000E-01  2.50000E-02  
1.42000E+08  1.62327E+07  5.00000E+05  5.00000E-01  2.50000E-02  
1.42800E+08  1.54816E+07  5.00000E+05  5.00000E-01  2.50000E-02  
1.43600E+08  1.47304E+07  5.00000E+05  5.00000E-01  2.50000E-02  
1.44400E+08  1.39793E+07  5.00000E+05  5.00000E-01  2.50000E-02  
1.45200E+08  1.32525E+07  5.00000E+05  5.00000E-01  2.50000E-02  
1.46000E+08  1.26310E+07  5.00000E+05  5.00000E-01  2.50000E-02  
1.46800E+08  1.20095E+07  5.00000E+05  5.00000E-01  2.50000E-02  
1.47600E+08  1.13881E+07  5.00000E+05  5.00000E-01  2.50000E-02  
1.48400E+08  1.07746E+07  5.00000E+05  5.00000E-01  2.50000E-02  
1.49200E+08  1.02447E+07  5.00000E+05  5.00000E-01  2.50000E-02  
1.50000E+08  9.71476E+06  5.00000E+05  5.00000E-01  2.50000E-02  
