# radius         dens           temp        c12          ne22
195
2.0541E+08  7.3866E+02  5.0000E+07  5.0000E-01  0.0000E+00
2.0550E+08  6.3184E+02  5.0000E+07  5.0000E-01  0.0000E+00
2.0558E+08  5.4064E+02  5.0000E+07  5.0000E-01  0.0000E+00
2.0567E+08  4.6272E+02  5.0000E+07  5.0000E-01  0.0000E+00
2.0576E+08  3.9610E+02  5.0000E+07  5.0000E-01  0.0000E+00
2.0584E+08  3.3914E+02  5.0000E+07  5.0000E-01  0.0000E+00
2.0593E+08  2.9041E+02  5.0000E+07  5.0000E-01  0.0000E+00
2.0602E+08  2.4871E+02  5.0000E+07  5.0000E-01  0.0000E+00
2.0610E+08  2.1301E+02  5.0000E+07  5.0000E-01  0.0000E+00
2.0619E+08  1.8245E+02  5.0000E+07  5.0000E-01  0.0000E+00
2.0627E+08  1.5629E+02  5.0000E+07  5.0000E-01  0.0000E+00
2.0636E+08  1.3388E+02  5.0000E+07  5.0000E-01  0.0000E+00
2.0645E+08  1.1469E+02  5.0000E+07  5.0000E-01  0.0000E+00
2.0653E+08  9.8258E+01  5.0000E+07  5.0000E-01  0.0000E+00
2.0662E+08  8.4179E+01  5.0000E+07  5.0000E-01  0.0000E+00
2.0671E+08  7.2119E+01  5.0000E+07  5.0000E-01  0.0000E+00
2.0679E+08  6.1787E+01  5.0000E+07  5.0000E-01  0.0000E+00
2.0688E+08  5.2935E+01  5.0000E+07  5.0000E-01  0.0000E+00
2.0697E+08  4.5352E+01  5.0000E+07  5.0000E-01  0.0000E+00
2.0705E+08  3.8856E+01  5.0000E+07  5.0000E-01  0.0000E+00
2.0714E+08  3.3290E+01  5.0000E+07  5.0000E-01  0.0000E+00
2.0723E+08  2.8521E+01  5.0000E+07  5.0000E-01  0.0000E+00
2.0731E+08  2.4435E+01  5.0000E+07  5.0000E-01  0.0000E+00
2.0740E+08  2.0935E+01  5.0000E+07  5.0000E-01  0.0000E+00
2.0749E+08  1.7936E+01  5.0000E+07  5.0000E-01  0.0000E+00
2.0757E+08  1.5366E+01  5.0000E+07  5.0000E-01  0.0000E+00
2.0766E+08  1.3165E+01  5.0000E+07  5.0000E-01  0.0000E+00
2.0775E+08  1.1279E+01  5.0000E+07  5.0000E-01  0.0000E+00
2.0784E+08  9.6626E+00  5.0000E+07  5.0000E-01  0.0000E+00
2.0792E+08  8.2781E+00  5.0000E+07  5.0000E-01  0.0000E+00
2.0801E+08  7.0919E+00  5.0000E+07  5.0000E-01  0.0000E+00
2.0810E+08  6.0757E+00  5.0000E+07  5.0000E-01  0.0000E+00
2.0819E+08  5.2051E+00  5.0000E+07  5.0000E-01  0.0000E+00
2.0828E+08  4.4592E+00  5.0000E+07  5.0000E-01  0.0000E+00
2.0836E+08  3.8201E+00  5.0000E+07  5.0000E-01  0.0000E+00
2.0845E+08  3.2727E+00  5.0000E+07  5.0000E-01  0.0000E+00
2.0854E+08  2.8036E+00  5.0000E+07  5.0000E-01  0.0000E+00
2.0863E+08  2.4018E+00  5.0000E+07  5.0000E-01  0.0000E+00
2.0872E+08  2.0576E+00  5.0000E+07  5.0000E-01  0.0000E+00
2.0881E+08  1.7627E+00  5.0000E+07  5.0000E-01  0.0000E+00
2.0890E+08  1.5100E+00  5.0000E+07  5.0000E-01  0.0000E+00
2.0898E+08  1.2936E+00  5.0000E+07  5.0000E-01  0.0000E+00
2.0907E+08  1.1082E+00  5.0000E+07  5.0000E-01  0.0000E+00
2.0916E+08  9.4932E-01  5.0000E+07  5.0000E-01  0.0000E+00
2.0925E+08  8.1324E-01  5.0000E+07  5.0000E-01  0.0000E+00
2.0934E+08  6.9667E-01  5.0000E+07  5.0000E-01  0.0000E+00
2.0943E+08  5.9680E-01  5.0000E+07  5.0000E-01  0.0000E+00
2.0952E+08  5.1125E-01  5.0000E+07  5.0000E-01  0.0000E+00
2.0961E+08  4.3796E-01  5.0000E+07  5.0000E-01  0.0000E+00
2.0970E+08  3.7517E-01  5.0000E+07  5.0000E-01  0.0000E+00
2.0979E+08  3.2139E-01  5.0000E+07  5.0000E-01  0.0000E+00
2.0988E+08  2.7532E-01  5.0000E+07  5.0000E-01  0.0000E+00
2.0997E+08  2.3585E-01  5.0000E+07  5.0000E-01  0.0000E+00
2.1006E+08  2.0203E-01  5.0000E+07  5.0000E-01  0.0000E+00
2.1015E+08  1.7307E-01  5.0000E+07  5.0000E-01  0.0000E+00
2.1024E+08  1.4826E-01  5.0000E+07  5.0000E-01  0.0000E+00
2.1033E+08  1.2700E-01  5.0000E+07  5.0000E-01  0.0000E+00
2.1042E+08  1.0879E-01  5.0000E+07  5.0000E-01  0.0000E+00
2.1051E+08  9.3197E-02  5.0000E+07  5.0000E-01  0.0000E+00
2.1060E+08  7.9835E-02  5.0000E+07  5.0000E-01  0.0000E+00
2.1069E+08  6.8389E-02  5.0000E+07  5.0000E-01  0.0000E+00
2.1078E+08  5.8584E-02  5.0000E+07  5.0000E-01  0.0000E+00
2.1087E+08  5.0185E-02  5.0000E+07  5.0000E-01  0.0000E+00
2.1096E+08  4.2990E-02  5.0000E+07  5.0000E-01  0.0000E+00
2.1105E+08  3.6826E-02  5.0000E+07  5.0000E-01  0.0000E+00
2.1114E+08  3.1546E-02  5.0000E+07  5.0000E-01  0.0000E+00
2.1123E+08  2.7023E-02  5.0000E+07  5.0000E-01  0.0000E+00
2.1132E+08  2.3149E-02  5.0000E+07  5.0000E-01  0.0000E+00
2.1141E+08  1.9830E-02  5.0000E+07  5.0000E-01  0.0000E+00
2.1150E+08  1.6987E-02  5.0000E+07  5.0000E-01  0.0000E+00
2.1159E+08  1.4551E-02  5.0000E+07  5.0000E-01  0.0000E+00
2.1169E+08  1.2465E-02  5.0000E+07  5.0000E-01  0.0000E+00
2.1178E+08  1.0678E-02  5.0000E+07  5.0000E-01  0.0000E+00
2.1187E+08  9.1467E-03  5.0000E+07  5.0000E-01  0.0000E+00
2.1196E+08  7.8352E-03  5.0000E+07  5.0000E-01  0.0000E+00
2.1205E+08  6.7118E-03  5.0000E+07  5.0000E-01  0.0000E+00
2.1214E+08  5.7495E-03  5.0000E+07  5.0000E-01  0.0000E+00
2.1224E+08  4.9251E-03  5.0000E+07  5.0000E-01  0.0000E+00
2.1233E+08  4.2190E-03  5.0000E+07  5.0000E-01  0.0000E+00
2.1242E+08  3.6140E-03  5.0000E+07  5.0000E-01  0.0000E+00
2.1251E+08  3.0959E-03  5.0000E+07  5.0000E-01  0.0000E+00
2.1260E+08  2.6520E-03  5.0000E+07  5.0000E-01  0.0000E+00
2.1269E+08  2.2717E-03  5.0000E+07  5.0000E-01  0.0000E+00
