# Flame properties needed to calculate 
# the critical conditions for sDDT
#
# [1] = density
# [2] = laminar flame speed
# [3] = width of the 12C-burning zone
# [4] = width of the 16O-burning zone
# [5] = 12C fluid expansion factor
# [6] = 16O fluid expansion factor
# [7] = cold fuel sound speed
  1.9952623149688788E+07  8.9140637086324714E+04  3.4323268425649356E-01  0.0000000000000000E+00  2.3669540564059934E+00  0.0000000000000000E+00  4.0391546228651929E+08
  2.0892961308540408E+07  9.9382965922569885E+04  2.9553280584490432E-01  0.0000000000000000E+00  2.3416737979414055E+00  0.0000000000000000E+00  4.0754212705629730E+08
  2.1877616239495520E+07  1.1060615996477433E+05  2.5420843506586915E-01  0.0000000000000000E+00  2.3173180015835331E+00  0.0000000000000000E+00  4.1118830333425069E+08
  2.2908676527677748E+07  1.2310300195383080E+05  2.1981121202466472E-01  0.0000000000000000E+00  2.2932309100022792E+00  0.0000000000000000E+00  4.1485402180451316E+08
  2.3988329190194897E+07  1.3705869932251968E+05  1.8907875565567778E-01  0.0000000000000000E+00  2.2693537951038993E+00  0.0000000000000000E+00  4.1853955072658670E+08
  2.5118864315095823E+07  1.5242846712969750E+05  1.6368708409442717E-01  0.0000000000000000E+00  2.2456810225419215E+00  0.0000000000000000E+00  4.2224536829458123E+08
  2.6302679918953814E+07  1.6910451064624116E+05  1.4199871516754234E-01  0.0000000000000000E+00  2.2236849080447723E+00  0.0000000000000000E+00  4.2597148717881745E+08
  2.7542287033381689E+07  1.8744923731245735E+05  1.2412617851403665E-01  0.0000000000000000E+00  2.2015713824937078E+00  0.0000000000000000E+00  4.2971816027302730E+08
  2.8840315031266056E+07  2.0765711148199439E+05  1.0729993425902443E-01  0.0000000000000000E+00  2.1800523900326008E+00  0.0000000000000000E+00  4.3348557724301612E+08
  3.0199517204020191E+07  2.2995510980386953E+05  9.2248327690121007E-02  0.0000000000000000E+00  2.1589345048961572E+00  0.0000000000000000E+00  4.3727393172320396E+08
  3.1622776601683792E+07  2.5439972045322013E+05  8.0295269288498575E-02  0.0000000000000000E+00  2.1382381164949136E+00  0.0000000000000000E+00  4.4108376922944957E+08
  3.3113112148259077E+07  2.8112124373844150E+05  7.0829744695788149E-02  0.0000000000000000E+00  2.1178148259407603E+00  0.0000000000000000E+00  4.4491494659902114E+08
  3.4673685045253165E+07  3.1027870208624279E+05  6.2003515476432569E-02  0.0000000000000000E+00  2.0977699135291750E+00  0.0000000000000000E+00  4.4876784439803255E+08
  3.6307805477010176E+07  3.4193983628986863E+05  5.3635147733982501E-02  0.0000000000000000E+00  2.0785806094094155E+00  0.0000000000000000E+00  4.5264256722410578E+08
  3.8018939632056125E+07  3.7664071647738520E+05  4.6283376250306527E-02  0.0000000000000000E+00  2.0597281293534144E+00  0.0000000000000000E+00  4.5653950532283038E+08
  3.9810717055349693E+07  4.1493086312958418E+05  4.0911525644100555E-02  0.0000000000000000E+00  2.0408303711573281E+00  0.0000000000000000E+00  4.6045919929859281E+08
  4.1686938347033553E+07  4.5674017626874190E+05  3.6225248491829440E-02  0.0000000000000000E+00  2.0220241098582501E+00  0.0000000000000000E+00  4.6440162375115496E+08
  4.3651583224016562E+07  5.0162150662806799E+05  3.1732539902825714E-02  0.0000000000000000E+00  2.0040053879066817E+00  0.0000000000000000E+00  4.6836689519056475E+08
  4.5708818961487517E+07  5.4983046664788807E+05  2.7564845596703073E-02  0.0000000000000000E+00  1.9867167769876179E+00  0.0000000000000000E+00  4.7235538535710752E+08
  4.7863009232263803E+07  6.0281053547768702E+05  2.4104468390819700E-02  0.0000000000000000E+00  1.9696460130486848E+00  0.0000000000000000E+00  4.7636732523308837E+08
  5.0118723362727247E+07  6.6155675235419523E+05  2.1437631258349077E-02  0.0000000000000000E+00  1.9520310746530780E+00  0.0000000000000000E+00  4.8040313256449890E+08
  5.2480746024977230E+07  7.2492017056883394E+05  1.8985328203732985E-02  0.0000000000000000E+00  1.9350518577051135E+00  0.0000000000000000E+00  4.8446308332536674E+08
  5.4954087385762483E+07  7.9193163676442800E+05  1.6682962978140328E-02  0.0000000000000000E+00  1.9187759396135167E+00  0.0000000000000000E+00  4.8854734457147342E+08
  5.7543993733715668E+07  8.6381712376794335E+05  1.4660938525425098E-02  0.0000000000000000E+00  1.9030759826001737E+00  0.0000000000000000E+00  4.9265623382217401E+08
  6.0255958607435808E+07  9.4332452767432039E+05  1.2983387611557460E-02  0.0000000000000000E+00  1.8872181322186941E+00  0.0000000000000000E+00  4.9678988342273074E+08
  6.3095734448019296E+07  1.0306485805978731E+06  1.1523003590880869E-02  0.0000000000000000E+00  1.8713536842190899E+00  0.0000000000000000E+00  5.0094903295132804E+08
  6.6069344800759643E+07  1.1235083187317464E+06  1.0218815565930630E-02  0.0000000000000000E+00  1.8560998602083538E+00  0.0000000000000000E+00  5.0513351789476085E+08
  6.9183097091893628E+07  1.2209643125877886E+06  9.0469626834709695E-03  0.0000000000000000E+00  1.8414590941357714E+00  0.0000000000000000E+00  5.0934378079798800E+08
  7.2443596007499054E+07  1.3265358015000734E+06  8.0895135232290239E-03  0.0000000000000000E+00  1.8269517497668446E+00  0.0000000000000000E+00  5.1358007684500426E+08
  7.5857757502918363E+07  1.4424705362989327E+06  7.1817964446058268E-03  0.0000000000000000E+00  1.8126710729369104E+00  0.0000000000000000E+00  5.1784266265961432E+08
  7.9432823472428218E+07  1.5677774922497915E+06  6.3568933833564514E-03  0.0000000000000000E+00  1.7985439970854273E+00  0.0000000000000000E+00  5.2213218826860785E+08
  8.3176377110267088E+07  1.6997749605002971E+06  5.6566498425926291E-03  0.0000000000000000E+00  1.7848705686395374E+00  0.0000000000000000E+00  5.2644864411542267E+08
  8.7096358995608136E+07  1.8395842513136510E+06  5.0876237972472087E-03  0.0000000000000000E+00  1.7715083939811960E+00  0.0000000000000000E+00  5.3079229289151257E+08
  9.1201083935590968E+07  1.9915571501968021E+06  4.5746108789108814E-03  0.0000000000000000E+00  1.7581865017324458E+00  0.0000000000000000E+00  5.3516331846468496E+08
  9.5499258602143690E+07  2.1552423001833684E+06  4.0732453373811981E-03  0.0000000000000000E+00  1.7453536312313704E+00  0.0000000000000000E+00  5.3956222540809822E+08
  1.0000000000000000E+08  2.3291074478911702E+06  3.6049430515253606E-03  0.0000000000000000E+00  1.7328288677223986E+00  0.0000000000000000E+00  5.4398964678975630E+08
  1.0471285480508985E+08  2.5126683812433491E+06  3.2360041876204788E-03  0.0000000000000000E+00  1.7204638422744445E+00  0.0000000000000000E+00  5.4844557432437861E+08
  1.0964781961431828E+08  2.7103009610799826E+06  2.9400618984691254E-03  0.0000000000000000E+00  1.7080303551381482E+00  0.0000000000000000E+00  5.5293015730717981E+08
  1.1481536214968841E+08  2.9224122268924187E+06  2.6505388797686226E-03  0.0000000000000000E+00  1.6959932307592129E+00  0.0000000000000000E+00  5.5744387276017022E+08
  1.2022644346174131E+08  3.1458345615741080E+06  2.3686365614892153E-03  0.0000000000000000E+00  1.6843959197881744E+00  0.0000000000000000E+00  5.6198687153259420E+08
  1.2589254117941661E+08  3.3798530148367942E+06  2.1081961430888638E-03  0.0000000000000000E+00  1.6731527896462979E+00  0.0000000000000000E+00  5.6655980358799374E+08
  1.3182567385564101E+08  3.6315305795638082E+06  1.9119055798023409E-03  0.0000000000000000E+00  1.6616525218922222E+00  0.0000000000000000E+00  5.7116299276215374E+08
  1.3803842646028867E+08  3.9034777279659654E+06  1.7392477465503768E-03  0.0000000000000000E+00  1.6502772994668686E+00  0.0000000000000000E+00  5.7579655289359927E+08
  1.4454397707459280E+08  4.1898985034558149E+06  1.5717946949959530E-03  0.0000000000000000E+00  1.6392605930768143E+00  0.0000000000000000E+00  5.8046059401750779E+08
  1.5135612484362072E+08  4.4852971292729452E+06  1.4111971324288204E-03  0.0000000000000000E+00  1.6286110039709176E+00  0.0000000000000000E+00  5.8515582305455649E+08
  1.5848931924611109E+08  4.7934916739254957E+06  1.2733222991638793E-03  0.0000000000000000E+00  1.6181030983259623E+00  0.0000000000000000E+00  5.8988244031378806E+08
  1.6595869074375629E+08  5.1287588954869732E+06  1.1540831102509596E-03  0.0000000000000000E+00  1.6075144249545397E+00  0.0000000000000000E+00  5.9464077482194829E+08
  1.7378008287493762E+08  5.4864496427845545E+06  1.0483586601226927E-03  0.0000000000000000E+00  1.5970696630146073E+00  0.0000000000000000E+00  5.9943115723650301E+08
  1.8197008586099824E+08  5.8482688280782579E+06  9.4647397182159095E-04  0.0000000000000000E+00  1.5870746592428315E+00  0.0000000000000000E+00  6.0425409619558144E+08
  1.9054607179632443E+08  6.2131876189725688E+06  8.5348187739727583E-04  0.0000000000000000E+00  1.5769725063079891E+00  0.0000000000000000E+00  6.0910957404537463E+08
  1.9952623149688828E+08  6.5894747977758124E+06  7.7546517531902463E-04  0.0000000000000000E+00  1.5670685114462177E+00  0.0000000000000000E+00  6.1399792266136575E+08
  2.0892961308540410E+08  6.9769683236673707E+06  6.9895111314855038E-04  0.0000000000000000E+00  1.5573778262091718E+00  0.0000000000000000E+00  6.1891983542439449E+08
  2.1877616239495519E+08  7.3754944454016993E+06  6.2921164935988050E-04  0.0000000000000000E+00  1.5478210501156211E+00  0.0000000000000000E+00  6.2387547340758324E+08
  2.2908676527677700E+08  7.7633502407895699E+06  5.6682977626449434E-04  0.0000000000000000E+00  1.5383626045180727E+00  0.0000000000000000E+00  6.2886531368140066E+08
  2.3988329190194947E+08  8.1476134333154317E+06  5.1525180062838899E-04  0.0000000000000000E+00  1.5288353114735089E+00  0.0000000000000000E+00  6.3388947119757819E+08
  2.5118864315095821E+08  8.5571310421716198E+06  4.6879375206278434E-04  0.0000000000000000E+00  1.5194576109946916E+00  0.0000000000000000E+00  6.3894851870340347E+08
  2.6302679918953815E+08  8.9888249712776709E+06  4.2426563709832522E-04  0.0000000000000000E+00  1.5101450514092052E+00  0.0000000000000000E+00  6.4404247800388432E+08
  2.7542287033381635E+08  9.4291572925700247E+06  3.8195384274560906E-04  0.0000000000000000E+00  1.5009738226010279E+00  0.0000000000000000E+00  6.4917187936138821E+08
  2.8840315031266117E+08  9.8690072340969443E+06  3.4630350711890075E-04  0.0000000000000000E+00  1.4918898028646013E+00  0.0000000000000000E+00  6.5433702364760935E+08
  3.0199517204020190E+08  1.0329840884025650E+07  3.1777344781483310E-04  0.0000000000000000E+00  1.4830196745701090E+00  0.0000000000000000E+00  6.5953821200266623E+08
  3.1622776601683795E+08  1.0815805843659395E+07  2.9046448192470928E-04  0.0000000000000000E+00  1.4742271825085926E+00  0.0000000000000000E+00  6.6477603316900861E+08
  3.3113112148259079E+08  1.1315227732063863E+07  2.6424554528635467E-04  0.0000000000000000E+00  1.4654537915331738E+00  0.0000000000000000E+00  6.7005069836060262E+08
  3.4673685045253098E+08  1.1809417236070212E+07  2.3946219264486506E-04  0.0000000000000000E+00  1.4566792933489312E+00  0.0000000000000000E+00  6.7536256209575212E+08
  3.6307805477010179E+08  1.2314771356771555E+07  2.1877304931983136E-04  0.0000000000000000E+00  1.4481807411786842E+00  0.0000000000000000E+00  6.8071198052423882E+08
  3.8018939632056123E+08  1.2858786654044755E+07  2.0116341254353148E-04  0.0000000000000000E+00  1.4400202363708496E+00  0.0000000000000000E+00  6.8609931144063735E+08
  3.9810717055349690E+08  1.3426028554286370E+07  1.8466842011592190E-04  0.0000000000000000E+00  1.4318375114872721E+00  0.0000000000000000E+00  6.9152491429879212E+08
  4.1686938347033638E+08  1.3993626707231443E+07  1.6886996946553794E-04  0.0000000000000000E+00  1.4236420034789421E+00  0.0000000000000000E+00  6.9698915022739422E+08
  4.3651583224016654E+08  1.4549512596225880E+07  1.5450157970699251E-04  0.0000000000000000E+00  1.4154030650783318E+00  0.0000000000000000E+00  7.0249238204660201E+08
  4.5708818961487520E+08  1.5138201860286284E+07  1.4224051913102638E-04  0.0000000000000000E+00  1.4075864810476213E+00  0.0000000000000000E+00  7.0803497428566492E+08
  4.7863009232263803E+08  1.5764254787960805E+07  1.3075231872468972E-04  0.0000000000000000E+00  1.3999570809440456E+00  0.0000000000000000E+00  7.1361729320148420E+08
  5.0118723362727147E+08  1.6415802345347635E+07  1.2042808262730712E-04  0.0000000000000000E+00  1.3924271182711292E+00  0.0000000000000000E+00  7.1923950114842796E+08
  5.2480746024977338E+08  1.7055457817554925E+07  1.1076264573462500E-04  0.0000000000000000E+00  1.3848512497858174E+00  0.0000000000000000E+00  7.2490237771571028E+08
  5.4954087385762477E+08  1.7702729166951135E+07  1.0249662000539417E-04  0.0000000000000000E+00  1.3774759342621758E+00  0.0000000000000000E+00  7.3060609028162050E+08
  5.7543993733715665E+08  1.8389935445311666E+07  9.4908258095988598E-05  0.0000000000000000E+00  1.3703233700942452E+00  0.0000000000000000E+00  7.3635116981591666E+08
  6.0255958607435691E+08  1.9106634011373825E+07  8.7669811800717920E-05  0.0000000000000000E+00  1.3631293943793372E+00  0.0000000000000000E+00  7.4213741430029345E+08
  6.3095734448019433E+08  1.9860618156598553E+07  8.0840735352644924E-05  0.0000000000000000E+00  1.3563542707851990E+00  0.0000000000000000E+00  7.4796202030199671E+08
  6.6069344800759649E+08  2.0578595794927999E+07  7.4835302329212159E-05  0.0000000000000000E+00  1.3497662646088497E+00  0.0000000000000000E+00  7.5382393756486440E+08
  6.9183097091893625E+08  2.1337514491422385E+07  6.9766856135216454E-05  0.0000000000000000E+00  1.3437128022764950E+00  0.0000000000000000E+00  7.5972604815751803E+08
  7.2443596007498908E+08  2.2134218798349306E+07  6.4950099235659166E-05  0.0000000000000000E+00  1.3376253519567247E+00  0.0000000000000000E+00  7.6567131471779418E+08
  7.5857757502918518E+08  2.2960297521681465E+07  6.0331785003138978E-05  0.0000000000000000E+00  1.3313986177570032E+00  0.0000000000000000E+00  7.7166287262669730E+08
  7.9432823472428215E+08  2.3784927482616037E+07  5.5903905709461893E-05  0.0000000000000000E+00  1.3249302590826197E+00  0.0000000000000000E+00  7.7770405079732096E+08
  8.3176377110267091E+08  2.4628808591600750E+07  5.1984175369285488E-05  0.0000000000000000E+00  1.3184420507843204E+00  0.0000000000000000E+00  7.8379465288748550E+08
  8.7096358995607960E+08  2.5541118761243943E+07  4.8557370160356945E-05  0.0000000000000000E+00  1.3123002366734113E+00  0.0000000000000000E+00  7.8992989580138123E+08
  9.1201083935591149E+08  2.6504282611789651E+07  4.5358450282188131E-05  0.0000000000000000E+00  1.3060580051792818E+00  0.0000000000000000E+00  7.9611006727312064E+08
  9.5499258602143693E+08  2.7483052863650165E+07  4.2294405756357243E-05  0.0000000000000000E+00  1.2998040897459058E+00  0.0000000000000000E+00  8.0233556828999400E+08
  1.0000000000000000E+09  2.8440295912715346E+07  3.9400556720101255E-05  0.0000000000000000E+00  1.2936239051727922E+00  0.0000000000000000E+00  8.0860657224673188E+08
