# Flame properties needed to calculate 
# the critical conditions for sDDT
#
# [1] = density
# [2] = laminar flame speed
# [3] = width of the 12C-burning zone
# [4] = width of the 16O-burning zone
# [5] = 12C fluid expansion factor
# [6] = 16O fluid expansion factor
# [7] = cold fuel sound speed
# [8] = sound speed, end of 12C-burning
# [9] = sound speed, end of 16O-burning
  7.0000000000000019E+06  8.6621862185193061E+02  3.7574569633329915E+01  1.6939443910987973E+06  2.1186944479592831E+00  3.2045931511185732E+00  3.2634936336622131E+08  4.6257616716145104E+08  5.6237473433230567E+08
  7.3560904323694659E+06  1.0030729721763638E+03  3.0698579417217115E+01  1.0852379359491521E+06  2.0984734279460393E+00  3.1746060521369337E+00  3.2982080394061255E+08  4.6567767329328603E+08  5.6629433150539804E+08
  7.7302952070282418E+06  1.1615909273532786E+03  2.4869006470426157E+01  7.6106071319986694E+05  2.0788230663661156E+00  3.1231225581956488E+00  3.3331191585207516E+08  4.6880835640635622E+08  5.6830030562545228E+08
  8.1235358016874259E+06  1.3345755420442695E+03  2.1205942945605123E+01  5.5644590201583470E+05  2.0571325244800041E+00  3.0613758028546827E+00  3.3682333744339049E+08  4.7169393506992060E+08  5.6928483699831450E+08
  8.5367805696862396E+06  1.5324196108095043E+03  1.7923654526751491E+01  3.8386071060891618E+05  2.0360636527239122E+00  3.0157492329111784E+00  3.4035429475696301E+08  4.7460851163523197E+08  5.7158897161020982E+08
  8.9710471245580893E+06  1.7615321250345573E+03  1.4802800735850715E+01  2.6744567147905298E+05  2.0167785495416779E+00  2.9707302701450891E+00  3.4390469917517465E+08  4.7768199883877563E+08  5.7385378626343298E+08
  9.4274048458996210E+06  2.0239861503271184E+03  1.2093548880969937E+01  1.8699806757056003E+05  1.9989326446373130E+00  2.9278476788001857E+00  3.4747459118292129E+08  4.8088394332332373E+08  5.7622408953838253E+08
  9.9069775127136968E+06  2.3181639774206460E+03  1.0262482456733746E+01  7.5189359142948792E+05  1.9785733936781302E+00  2.6101870419348545E+00  3.5106469157468867E+08  4.8377353910931051E+08  5.5141111719901264E+08
  1.0410946070710380E+07  2.6512763055937030E+03  8.7497122203568161E+00  7.8480235734262315E+04  1.9586968612646920E+00  2.8858234079476626E+00  3.5467488920497632E+08  4.8668205910381800E+08  5.8498499069353616E+08
  1.0940551540381012E+07  3.0281764633956727E+03  7.3092624553805328E+00  6.6006017941344020E+04  1.9404417882330556E+00  2.8037238771912749E+00  3.5830492522751498E+08  4.8974450350795394E+08  5.8324883862623751E+08
  1.1497098073005991E+07  3.4498743268716244E+03  6.0508976839781710E+00  4.6784010739688849E+04  1.9235349014745307E+00  2.7642473258040590E+00  3.6195528630602807E+08  4.9293809386038661E+08  5.8560513036801612E+08
  1.2081956162121825E+07  3.9326793616092878E+03  5.1033346814236706E+00  3.3098293504404646E+04  1.9054799812292338E+00  2.7257171429311660E+00  3.6562573083171636E+08  4.9596363720831823E+08  5.8797224722887921E+08
  1.2696566018355949E+07  4.4850050861030841E+03  4.3630015169959151E+00  2.3832227362264621E+04  1.8869182157798099E+00  2.6883508607723363E+00  3.6931724006035262E+08  4.9889710759949303E+08  5.9038102545558405E+08
  1.3342441115939379E+07  5.0972056142137953E+03  3.6838370450967650E+00  1.7275721032955724E+04  1.8697962419398289E+00  2.6533699882441222E+00  3.7302906156552613E+08  5.0197607387746787E+08  5.9296329506300354E+08
  1.4021171919630662E+07  5.7656955853771979E+03  3.0885793131369206E+00  1.2478341516219356E+04  1.8539347530929418E+00  2.6167228629752697E+00  3.7676150881689411E+08  5.0518536328017884E+08  5.9528617646156228E+08
  1.4734429801228929E+07  6.5267758573991096E+03  2.6235481672728689E+00  8.9348244501630725E+03  1.8376345568676606E+00  2.5812929863162859E+00  3.8051478120850664E+08  5.0831153758754534E+08  5.9766037126939392E+08
  1.5483971155319979E+07  7.4236617689424629E+03  2.2214616776024343E+00  6.5652628125272468E+03  1.8209022770698864E+00  2.5484120319754404E+00  3.8428931242335814E+08  5.1135320074811482E+08  6.0024439075177491E+08
  1.6271641724390579E+07  8.4116012373697686E+03  1.8906821288806552E+00  4.8809484999951192E+03  1.8049001761637431E+00  2.5157759405423086E+00  3.8808564782758498E+08  5.1446419794244933E+08  6.0278695242249537E+08
  1.7099381143961903E+07  9.4618437654035915E+03  1.6041293331246127E+00  3.5590338436899065E+03  1.7901028244948636E+00  2.4840204717455530E+00  3.9190318442925394E+08  5.1771023376387727E+08  6.0535786952807987E+08
  1.7969227718933892E+07  1.0637270798935664E+04  1.3770796418824269E+00  2.5787767888224007E+03  1.7749881246697401E+00  2.4529359033767952E+00  3.9574228660078233E+08  5.2088805596921265E+08  6.0793711726444483E+08
  1.8883323442902539E+07  1.2033755537880845E+04  1.1646406698409821E+00  1.8963077474775291E+03  1.7604097653757367E+00  2.4253397980984910E+00  3.9960319997266304E+08  5.2411462929337341E+08  6.1086943072310710E+08
  1.9843919272810522E+07  1.3610034210217213E+04  9.8763106379253784E-01  1.4595660498709085E+03  1.7456984664462052E+00  2.3932027243222933E+00  4.0348654154302770E+08  5.2729954269064569E+08  6.1318402005755413E+08
  2.0853380671919070E+07  1.5258238783268149E+04  8.4549377592365782E-01  1.0797717036356146E+03  1.7319689355209795E+00  2.3654072573826679E+00  4.0739241554143852E+08  5.3060208603076863E+08  6.1596751678700304E+08
  2.1914193434751742E+07  1.7057153651768735E+04  7.3321947942877863E-01  7.9519494683753123E+02  1.7180437095278447E+00  2.3377191977946814E+00  4.1132093110243070E+08  5.3385463564013433E+08  6.1870376243244886E+08
  2.3028969808353052E+07  1.9169504111381983E+04  6.2635977384157693E-01  6.0016438764265206E+02  1.7047207159790001E+00  2.3108604359323333E+00  4.1527216847771984E+08  5.3717363435988009E+08  6.2148504240350592E+08
  2.4200454924935877E+07  2.1608969079156883E+04  5.2743477562828178E-01  4.5729964562060457E+02  1.6919051460399732E+00  2.2851900275660353E+00  4.1924634623339689E+08  5.4054839614819109E+08  6.2436253060029721E+08
  2.5431533561758470E+07  2.4198212094893730E+04  4.5155466064268918E-01  3.4798498891261812E+02  1.6792294180544243E+00  2.2591132102713800E+00  4.2324429963028729E+08  5.4392746783303881E+08  6.2713101814287555E+08
  2.6725237244876396E+07  2.6945515655849762E+04  3.9526179353403346E-01  2.6005255053388288E+02  1.6664197263647165E+00  2.2351292939768137E+00  4.2726579296594167E+08  5.4726585684298265E+08  6.3012589846088111E+08
  2.8084751714262761E+07  3.0112043446619420E+04  3.4127770549666847E-01  2.0042586653947333E+02  1.6541659432844469E+00  2.2103375105785337E+00  4.3131120285429060E+08  5.5067279933223522E+08  6.3295680934535205E+08
  2.9513424768680029E+07  3.3749873961875543E+04  2.9005112376149800E-01  1.5144918440999379E+02  1.6426797591711477E+00  2.1890296205912350E+00  4.3538077675886273E+08  5.5418596646015751E+08  6.3622290025705230E+08
  3.1014774509620510E+07  3.7734240297408804E+04  2.4552394665695251E-01  1.1847300510644692E+02  1.6315424455335568E+00  2.1640525843295380E+00  4.3947497593246889E+08  5.5774201417318320E+08  6.3892338090758169E+08
  3.2592498004616540E+07  4.1933587691856250E+04  2.1549938956894307E-01  8.9849355609124345E+01  1.6198354029356890E+00  2.1434543844377880E+00  4.4359423694775558E+08  5.6119131054609656E+08  6.4220160429391265E+08
  3.4250480391254440E+07  4.6663666575084906E+04  1.8792261029205970E-01  7.0703416110600870E+01  1.6085518993565924E+00  2.1203391143076842E+00  4.4773826747633117E+08  5.6469470906406224E+08  6.4506764940993464E+08
  3.5992804444309250E+07  5.2041391486891021E+04  1.6144337588602586E-01  5.4992165537430310E+01  1.5980182114704460E+00  2.0988307006451934E+00  4.5190782730714488E+08  5.6831147785523391E+08  6.4812169972001970E+08
  3.7823760629561201E+07  5.7957088197664139E+04  1.3721958038347715E-01  4.2534217634252613E+01  1.5882754539254493E+00  2.0781996087248831E+00  4.5610283877824879E+08  5.7205286813815796E+08  6.5126263702277100E+08
  3.9747857669049792E+07  6.4306534369372974E+04  1.1912934951416669E-01  3.1034923716158303E+01  1.5779294605328129E+00  2.0674049855341798E+00  4.6032432989406437E+08  5.7568286959936190E+08  6.5587877874001944E+08
  4.1769833643782914E+07  7.1392257389811450E+04  1.0444339306506480E-01  2.4720804288413259E+01  1.5674955872356364E+00  2.0465235411613616E+00  4.6457219841001362E+08  5.7928636698034346E+08  6.5891868750902367E+08
  4.3894667661242239E+07  7.9333534804578027E+04  9.0698702114224636E-02  2.0686264660116294E+01  1.5577438078500208E+00  2.0190042705027538E+00  4.6884662632680345E+08  5.8300128393565953E+08  6.6085799303468704E+08
  4.6127592116414569E+07  8.8015935259546357E+04  7.7782056627889340E-02  1.4524682842275585E+01  1.5487793405720878E+00  2.0141561767206295E+00  4.7314794263022298E+08  5.8685072380631340E+08  6.6637229547845554E+08
  4.8474105576542623E+07  9.7296027163542210E+04  6.7540046702329742E-02  1.2607136667603275E+01  1.5399634816665222E+00  1.9825067103680347E+00  4.7747662766290826E+08  5.9072345901247501E+08  6.6753431918185949E+08
  5.0939986321324639E+07  1.0778863986923861E+05  5.8823211136465124E-02  1.0320193608302462E+01  1.5305197561099642E+00  1.9617649633048657E+00  4.8183328068795949E+08  5.9447482377575505E+08  6.7040617661815035E+08
  5.3531306571904048E+07  1.1951266965805665E+05  5.1418183115940805E-02  8.1714165026889276E+00  1.5214689731594548E+00  1.9451011066637356E+00  4.8621791665638953E+08  5.9829415543058169E+08  6.7391731102652180E+08
  5.6254447443688571E+07  1.3225684914073558E+05  4.4515973045007554E-02  6.3157706116721162E+00  1.5131451745832327E+00  1.9307206796100023E+00  4.9063092039146084E+08  6.0224765356283319E+08  6.7778945163992047E+08
  5.9116114659821197E+07  1.4563735237462740E+05  3.8827132042777351E-02  4.9929682471437449E+00  1.5052130584637646E+00  1.9137027185961584E+00  4.9507264386610824E+08  6.0627557734757674E+08  6.8118488336998761E+08
