# Flame properties needed to calculate 
# the critical conditions for sDDT
#
# [1] = density
# [2] = laminar flame speed
# [3] = width of the 12C-burning zone
# [4] = width of the 16O-burning zone
# [5] = 12C fluid expansion factor
# [6] = 16O fluid expansion factor
# [7] = cold fuel sound speed
  7.0000000000000019E+06  8.6621862185195539E+02  3.7574569633353491E+01  1.6939564286083537E+06  2.1186944479591752E+00  3.2045871335983231E+00  3.2634936336622131E+08
  7.4754399929601429E+06  1.0522968144904296E+03  2.8634836872059548E+01  1.0149704268108465E+06  2.0922876467960001E+00  3.1413709719863587E+00  3.3095092515134412E+08
  7.9831718697640076E+06  1.2717360192211761E+03  2.2389124170657983E+01  6.3359537595505943E+05  2.0649838190110450E+00  3.0775613087744893E+00  3.3558751574700785E+08
  8.5253888951297496E+06  1.5266147772567579E+03  1.8010732709587142E+01  3.8756919030595472E+05  2.0365923178619489E+00  3.0170433187022869E+00  3.4025901947725409E+08
  9.1044333003130481E+06  1.8359654423989714E+03  1.3936164015113203E+01  2.4081832832352267E+05  2.0113439678861953E+00  2.9579410204281427E+00  3.4496450466880494E+08
  9.7228064009140376E+06  2.2028274957769972E+03  1.0874222788525550E+01  1.5019798467527327E+05  1.9865154804648375E+00  2.9014457241995344E+00  3.4970462248964560E+08
  1.0383179401885971E+07  2.6321693395777156E+03  8.8295068689193990E+00  9.4276178286718598E+04  1.9597187289286502E+00  2.8461913893799591E+00  3.5448007271082544E+08
  1.1088404936419765E+07  3.1373609091214084E+03  6.9420258404697242E+00  5.8950322266970586E+04  1.9357556911134692E+00  2.7978275696511523E+00  3.5929049340040702E+08
  1.1841529388549877E+07  3.7277703365738485E+03  5.4639798587700144E+00  3.8397444656151609E+04  1.9131872388320654E+00  2.7385983731632311E+00  3.6413640732622516E+08
  1.2645806052711228E+07  4.4381321418167654E+03  4.4194978135519678E+00  2.4438589244557177E+04  1.8883664536731262E+00  2.6914835154028665E+00  3.6901847077832395E+08
  1.3504709187093591E+07  5.2545187039029379E+03  3.5267781872745885E+00  1.6036299667139754E+04  1.8658266335978653E+00  2.6436860492446792E+00  3.7393649929015118E+08
  1.4421949021499382E+07  6.1811079337893379E+03  2.8196321705102498E+00  1.0299348458004761E+04  1.8447030855483453E+00  2.5967790811730831E+00  3.7889076795262414E+08
  1.5401487784535583E+07  7.3216000767569594E+03  2.2596464496956727E+00  6.7611547061965493E+03  1.8226903350457124E+00  2.5522539260974182E+00  3.8388196271957195E+08
  1.6447556819372056E+07  8.6340246956303745E+03  1.8232498161333155E+00  4.5589908129093346E+03  1.8016087847954647E+00  2.5090766169420640E+00  3.8891116157507187E+08
  1.7564674862002634E+07  1.0073169197659372E+04  1.4796122395663203E+00  2.9640033781721017E+03  1.7819147601732062E+00  2.4684675242742138E+00  3.9397780127969456E+08
  1.8757667560965162E+07  1.1832152924876389E+04  1.1921620318833517E+00  1.9950634491262947E+03  1.7623699750111035E+00  2.4269847993502869E+00  3.9908245980080688E+08
  2.0031688322841484E+07  1.3919642764769163E+04  9.5804396174182582E-01  1.3796718829042791E+03  1.7430198333558355E+00  2.3879896280625310E+00  4.0422613964999110E+08
  2.1392240573583126E+07  1.6149179923931537E+04  7.8714099319926933E-01  9.2047677134364972E+02  1.7248000606687133E+00  2.3512673345300912E+00  4.0940951802679986E+08
  2.2845201531826891E+07  1.8805530561076466E+04  6.4318364562479657E-01  6.2646146340045175E+02  1.7068233138622477E+00  2.3154492207336577E+00  4.1463263092368180E+08
  2.4396847596893292E+07  2.2026921428871414E+04  5.1323811531694041E-01  4.3890779100726138E+02  1.6897850213068506E+00  2.2805576509689676E+00  4.1989609470309991E+08
  2.6053881461138573E+07  2.5495079377596852E+04  4.2370918052156376E-01  3.0232952556691430E+02  1.6729976061000329E+00  2.2469877078130041E+00  4.2520082093176979E+08
  2.7823461063776869E+07  2.9479419816304693E+04  3.5126086791928485E-01  2.1065293004572385E+02  1.6564211374394080E+00  2.2148351891672080E+00  4.3054727218099773E+08
  2.9713230511246767E+07  3.4277094443959097E+04  2.8339533942713790E-01  1.4838515423906512E+02  1.6411787102844331E+00  2.1837495339379935E+00  4.3593606422787303E+08
  3.1731353097688228E+07  3.9616553101139805E+04  2.3101048750440534E-01  1.0471340157039103E+02  1.6262128547042871E+00  2.1537832294574457E+00  4.4136817941106248E+08
  3.3886546568171248E+07  4.5592357034945817E+04  1.9376733597107937E-01  7.4767323485790158E+01  1.6109247383450536E+00  2.1247091094650314E+00  4.4684392656846398E+08
  3.6188120777001947E+07  5.2664586013171094E+04  1.5864113027224938E-01  5.2556308845304500E+01  1.5969196644692201E+00  2.0988922439481312E+00  4.5236400916823024E+08
  3.8646017903781742E+07  6.0639130889574168E+04  1.2871583533988612E-01  3.7974047646970178E+01  1.5840476477895229E+00  2.0700290210938470E+00  4.5792929018153930E+08
