# Flame properties needed to calculate 
# the critical conditions for sDDT
#
# [1] = density
# [2] = laminar flame speed
# [3] = width of the 12C-burning zone
# [4] = width of the 16O-burning zone
# [5] = 12C fluid expansion factor
# [6] = 16O fluid expansion factor
# [7] = cold fuel sound speed
  4.1270855400940612E+07  6.9599315164659391E+04  1.0787050373891666E-01  2.7830276850394842E+01  1.5699627769272821E+00  2.0430796157261657E+00  4.6354094109214276E+08
  4.4073971858266734E+07  8.0024275352347875E+04  8.9593033729093566E-02  2.0303401839347156E+01  1.5569797420357656E+00  2.0172598076820720E+00  4.6919900210845125E+08
  4.7067475982555278E+07  9.1683888658645534E+04  7.3282741849113847E-02  1.4601207305804056E+01  1.5453192807058773E+00  1.9922449836250491E+00  4.7490438198427480E+08
  5.0264298903954953E+07  1.0484009512093832E+05  6.0991799775524470E-02  1.0832915891162502E+01  1.5330569291792926E+00  1.9679192542778543E+00  4.8065800806418705E+08
  5.3678250034961179E+07  1.2019330615638373E+05  5.1025096841232770E-02  8.1538894821932946E+00  1.5209901401466750E+00  1.9428058201076630E+00  4.8646097464000440E+08
  5.7324076723351844E+07  1.3724998775085527E+05  4.2134089276674433E-02  5.9292497868541378E+00  1.5101755318068275E+00  1.9207693112098274E+00  4.9231364815240848E+08
  6.1217527956751548E+07  1.5600326371411074E+05  3.5326772480146304E-02  4.4504271026658344E+00  1.4994333056693632E+00  1.8969323354581304E+00  4.9821684590601766E+08
  6.5375422394008011E+07  1.7838342224334108E+05  2.9384855742975263E-02  3.3537063253848314E+00  1.4884992898997034E+00  1.8757008913165374E+00  5.0417185476693404E+08
  6.9815721017261505E+07  2.0345079813819536E+05  2.4473951036545812E-02  2.5619512697973512E+00  1.4783055290947791E+00  1.8520783496337514E+00  5.1017902529769748E+08
  7.4557604718540654E+07  2.3004785754618759E+05  2.0687991181829072E-02  1.9087091125519446E+00  1.4684578477498491E+00  1.8320412017245782E+00  5.1623943943668193E+08
  7.9621557156041950E+07  2.6161296161685660E+05  1.7314615387337820E-02  1.4614356425403827E+00  1.4588007031896728E+00  1.8108060968764510E+00  5.2235396191174895E+08
  8.5029453238005400E+07  2.9812464970191749E+05  1.4395677637272015E-02  1.1313873437892541E+00  1.4492617069158626E+00  1.7896797659161134E+00  5.2852354612890947E+08
  9.0804653616417304E+07  3.3622023348001885E+05  1.2218677477502006E-02  8.7606025779656493E-01  1.4402014168776704E+00  1.7691663157175026E+00  5.3474863836908907E+08
  9.6972105598722667E+07  3.7976964023880515E+05  1.0360180391296462E-02  6.7566731340873021E-01  1.4312045233364965E+00  1.7486690373678724E+00  5.4103044337931454E+08
  1.0355845091346385E+08  4.3142805412541796E+05  8.6331030284738496E-03  4.9035724908825362E-01  1.4227629181611663E+00  1.7392817809742993E+00  5.4737034857274401E+08
  1.1059214079535820E+08  4.8661021585946798E+05  7.2829714069418882E-03  4.2542031005718117E-01  1.4144111063206184E+00  1.7086034434623818E+00  5.5376845412981451E+08
  1.1810355888695706E+08  5.4659004146656091E+05  6.2429148846026858E-03  3.1855775787905821E-01  1.4059243536709050E+00  1.6944820545640966E+00  5.6022583217132473E+08
  1.2612515248778367E+08  6.1709479826913832E+05  5.2614688920973908E-03  2.5581970611061400E-01  1.3980921763045369E+00  1.6739517106477502E+00  5.6674373564364970E+08
  1.3469157271791062E+08  6.9539114158097538E+05  4.3838641389633958E-03  2.1911958926002537E-01  1.3907459368612518E+00  1.6498782917873283E+00  5.7332309968974125E+08
  1.4383982420145258E+08  7.7718855652372446E+05  3.7511042321877195E-03  1.7734102070945321E-01  1.3829034427685525E+00  1.6312976061385647E+00  5.7996452592663682E+08
  1.5360942491655642E+08  8.7046242208511429E+05  3.1808104644843924E-03  1.4428102415769023E-01  1.3756222118394690E+00  1.6120567077240509E+00  5.8666908336686528E+08
  1.6404257690240550E+08  9.7303203090060945E+05  2.6396851981217856E-03  1.2219480348169380E-01  1.3691650789151988E+00  1.5906420194846320E+00  5.9343785277061880E+08
  1.7518434856064025E+08  1.0772132007922186E+06  2.2207748566083689E-03  9.7629799776676282E-02  1.3624946506151896E+00  1.5763936009078403E+00  6.0027179510998011E+08
  1.8708286933869708E+08  1.1867876295310566E+06  1.8856831998019098E-03  8.0358049898016162E-02  1.3556190924810125E+00  1.5585945884235064E+00  6.0717170109870911E+08
  1.9978953763603327E+08  1.3088634711433533E+06  1.5862680802493216E-03  6.4406668228002381E-02  1.3491633486008188E+00  1.5489763107224068E+00  6.1413840595598876E+08
  2.1335924283134550E+08  1.4352922654641771E+06  1.3393589199739524E-03  5.6520257953170012E-02  1.3429795147972277E+00  1.5235607021540754E+00  6.2117328784554458E+08
  2.2785060238987729E+08  1.5730290706037371E+06  1.1392303946545165E-03  4.7150781257909530E-02  1.3363368084476548E+00  1.5072224865736732E+00  6.2827733701444161E+08
  2.4332621507504976E+08  1.7268949652001052E+06  9.6952139180089738E-04  4.1434825865946136E-02  1.3300332445820837E+00  1.4895874805392593E+00  6.3545136626638901E+08
  2.5985293135823542E+08  1.8883166908416110E+06  8.2311994654416301E-04  3.5283147647630943E-02  1.3242393041935077E+00  1.4743192840643273E+00  6.4269618776424479E+08
  2.7750214219475538E+08  2.0586761865223325E+06  7.0498283943824086E-04  2.9398131944115596E-02  1.3182012470188211E+00  1.4605758824715951E+00  6.5001294148838401E+08
  2.9635008741354090E+08  2.2506393028112249E+06  6.0222652255065398E-04  2.5279455971860064E-02  1.3121396687733522E+00  1.4471829829715341E+00  6.5740273203746808E+08
  3.1647818505263108E+08  2.4554044005496851E+06  5.1443571063827678E-04  2.2303965660029394E-02  1.3064646836388814E+00  1.4325898554831817E+00  6.6486638698448038E+08
  3.3797338306312555E+08  2.6618701138400575E+06  4.4517800840578828E-04  1.9517307178390300E-02  1.3007445590664339E+00  1.4172343868639889E+00  6.7240521669150269E+08
  3.6092853490087521E+08  2.8943790906338757E+06  3.8328894958561855E-04  1.7145636784834984E-02  1.2950910572700733E+00  1.4042585201119069E+00  6.8002011001891649E+08
  3.8544280062836057E+08  3.1491274986952185E+06  3.2901905922908897E-04  1.4950673464124629E-02  1.2894790452962002E+00  1.3922277756224488E+00  6.8771210488553464E+08
  4.1162207525940132E+08  3.4013967831809130E+06  2.8632001612509124E-04  1.3046195179951061E-02  1.2839649665815120E+00  1.3804995133006883E+00  6.9548224608211291E+08
  4.3957944619705397E+08  3.6756369572227299E+06  2.4955697665394257E-04  1.1616605236535101E-02  1.2784602613294020E+00  1.3687346878577256E+00  7.0333158536397028E+08
  4.6943568174067545E+08  3.9816579364140783E+06  2.1610455937342183E-04  1.0389870029302108E-02  1.2731073484924855E+00  1.3573600551915939E+00  7.1126118155231643E+08
  5.0131975277239549E+08  4.2926534006605288E+06  1.8809804930227042E-04  9.2729424135636791E-03  1.2677660120166838E+00  1.3453829995614310E+00  7.1927189498556554E+08
  5.3536938987652236E+08  4.6152525787064824E+06  1.6564487407509217E-04  8.1881795235938058E-03  1.2623566115898870E+00  1.3353830336237447E+00  7.2736520815045226E+08
  5.7173167829851794E+08  4.9713492125386298E+06  1.4532131772557072E-04  7.4652918779685431E-03  1.2570771702008054E+00  1.3250824217195680E+00  7.3554215562434673E+08
  6.1056369331356609E+08  5.3606800036220755E+06  1.2691315910525494E-04  6.7242161016494032E-03  1.2521287606892315E+00  1.3150735444642612E+00  7.4380283711152542E+08
  6.5203317874938595E+08  5.7392947552596144E+06  1.1238297312948694E-04  6.0171889557375201E-03  1.2471817055831609E+00  1.3057372148309732E+00  7.5214042660392976E+08
  6.9631927159429836E+08  6.1495496539440919E+06  9.9753238755968181E-05  5.3917025565227731E-03  1.2425170471982467E+00  1.2976510505391341E+00  7.6055821243884516E+08
  7.4361327582069898E+08  6.5893828450243911E+06  8.8193220652744774E-05  4.9007456295016129E-03  1.2379189477870216E+00  1.2895011100295506E+00  7.6906477528159976E+08
  7.9411948876659346E+08  7.0342710506292833E+06  7.8434596686813865E-05  4.4362534480549406E-03  1.2328999489225270E+00  1.2807530533902594E+00  7.7766942471246028E+08
  8.4805608364497924E+08  7.5226162501822971E+06  6.9898998792128960E-05  4.0425149722112313E-03  1.2273870962925530E+00  1.2723953816906863E+00  7.8637354224343050E+08
  9.0565605199326491E+08  8.0484300065694172E+06  6.2357995808013658E-05  3.6931377721155299E-03  1.2219300838243405E+00  1.2635146938517567E+00  7.9516867718584824E+08
  9.6716821013383460E+08  8.5747729376248959E+06  5.5801209766854606E-05  3.3493102694225076E-03  1.2167985217927095E+00  1.2553625482156956E+00  8.0405609755434263E+08
  1.0328582739934493E+09  9.1339509737545587E+06  5.0157718411926629E-05  3.0432586294496860E-03  1.2119843995865951E+00  1.2486623534983534E+00  8.1303686227595377E+08
  1.1030100069243495E+09  9.7465955483607613E+06  4.5035225213179816E-05  2.8248944440633951E-03  1.2072367418797212E+00  1.2411053806983372E+00  8.2211203326605439E+08
  1.1779264454853609E+09  1.0378558069863090E+07  4.0514211750801896E-05  2.5916899576534785E-03  1.2025391878454390E+00  1.2337915728240310E+00  8.3128302875508153E+08
  1.2579312084780929E+09  1.1029427979918649E+07  3.6723040135519007E-05  2.3638105158794048E-03  1.1979486390092855E+00  1.2273791408401211E+00  8.4055092815019500E+08
  1.3433698948928311E+09  1.1737026704836093E+07  3.3263786656672714E-05  2.1872063337529039E-03  1.1933966259896671E+00  1.2211485054878028E+00  8.4991693466942871E+08
  1.4346115768029330E+09  1.2492960631199017E+07  3.0052691895530998E-05  2.0314847390680174E-03  1.1889232124098505E+00  1.2146324827435795E+00  8.5938226029295158E+08
  1.5320503936566143E+09  1.3260650540131863E+07  2.7359023660889742E-05  1.8668051093550435E-03  1.1845772807643236E+00  1.2086696216376562E+00  8.6894812600814593E+08
  1.6361072548529975E+09  1.4090162804304369E+07  2.4965534655474572E-05  1.7395334097196043E-03  1.1802960680230012E+00  1.2026477330402578E+00  8.7861576205246603E+08
  1.7472316579571898E+09  1.4983254193149544E+07  2.2755542995445660E-05  1.6183428757263728E-03  1.1760424827760243E+00  1.1969742407610160E+00  8.8838640815422261E+08
  1.8659036304084692E+09  1.5890619760878766E+07  2.0767449891991052E-05  1.4975448796086409E-03  1.1718827176649866E+00  1.1915308510727860E+00  8.9826131377139878E+08
  1.9926358031092844E+09  1.6867667276115935E+07  1.9033019268514849E-05  1.3961978554768567E-03  1.1678948329879468E+00  1.1864460360626206E+00  9.0824173832862866E+08
  2.1279756248524849E+09  1.7926360260870233E+07  1.7470854531601466E-05  1.3047920670310881E-03  1.1639304813353579E+00  1.1812357338724560E+00  9.1832895145247424E+08
  2.2725077271523733E+09  1.9017806662063219E+07  1.6020518338001382E-05  1.2132338389551892E-03  1.1599982768040653E+00  1.1761544813160483E+00  9.2852423320509970E+08
  2.4268564496951151E+09  2.0158611200259063E+07  1.4757982038894195E-05  1.1352605835256899E-03  1.1562226601957257E+00  1.1715433175944336E+00  9.3882887431647766E+08
  2.5916885373177428E+09  2.1398784761277694E+07  1.3595375761192823E-05  1.0644198777232305E-03  1.1525339530740253E+00  1.1670158165930620E+00  9.4924417641523945E+08
  2.7677160201659184E+09  2.2725862911542155E+07  1.2530886906330076E-05  9.9631445974389778E-04  1.1488897023979794E+00  1.1625130302059203E+00  9.5977145225827599E+08
  2.9556992894721122E+09  2.4075994068307165E+07  1.1588602072067665E-05  9.3395599213408017E-04  1.1453560541664332E+00  1.1580563038263092E+00  9.7041202595921779E+08
  3.1564503822405286E+09  2.5533566539182022E+07  1.0730917561326385E-05  8.8085470727073702E-04  1.1418946031662984E+00  1.1538212281640572E+00  9.8116723321588564E+08
  3.3708364890278821E+09  2.7106229805760778E+07  9.9325814303026256E-06  8.2961630573564473E-04  1.1384747143045184E+00  1.1498007237197481E+00  9.9203814236761224E+08
  3.5997836999726405E+09  2.8724208816749156E+07  9.2011577325635612E-06  7.7842844829869998E-04  1.1351765720056874E+00  1.1458620156650887E+00  1.0030266682831999E+09
  3.8442810052545013E+09  3.0451499266321350E+07  8.5562292912150743E-06  9.0578300385834038E+08  1.1319935317765020E+00 -1.7678760333683007E+09  1.0141339065793414E+09
  4.1053845672652164E+09  3.2312800008432806E+07  7.9588719428345894E-06  6.7367332826421185E+09  1.1288297095795821E+00 -1.9423248604829247E+10  1.0253612415480753E+09
  4.3842222829451275E+09  3.4258005888278648E+07  7.3940656010812018E-06  6.6109748416147804E+09  1.1256826057280607E+00 -2.0667670051228085E+10  1.0367103616314307E+09
  4.6819986559935741E+09  3.6284630050952435E+07  6.8897626582445608E-06  7.0273988676935024E+09  1.1227302629619542E+00 -2.3052356693226040E+10  1.0481819497426848E+09
  4.9999999999999990E+09  3.8484967815841466E+07  6.4269817600102385E-06  6.6109176482566109E+09  1.1198284470782296E+00 -2.1899504208514557E+10  1.0597778613974346E+09
