  #time                     mass                      x-momentum                y-momentum                z-momentum                E_internal+kinetic        E_kinetic_(from_vel)      E_internal                E_grav                    E_restmass                E_neutloss                mass_burned               mass_burned_to_NSQE       mass_burned_to_NSE        mass_burned_by_flame      estimated_Ni56_mass       mass_with_dens_>_1e9      mass_with_dens_>_3e8      mass_with_dens_>_1e8      mass_with_dens_>_3e7      mass_with_dens_>_2e7      mass_with_dens_>_1.5e7    mass_with_dens_>_1e7      mass_with_dens_>_7e6      mass_with_dens_>_3e6      mass_with_dens_>_1e6      burned_volume             maximum_density           minimum_flame_density     T_max                     Pressure_at_T_max        
  1.971587867512922254E-01  2.745879400920248987E+33 -1.868907249867266677E+30  7.517487035942062945E+29 -2.857124620680702093E+33  2.532793074924117195E+51  2.967543849528513238E+45  2.532790107380272718E+51 -3.042235676676588062E+51 -2.073987203950115205E+52  3.958603311061489522E+46  5.037343520060234314E+29  5.037343520060234314E+29  5.037340381648310906E+29  5.036935058682055522E+29  6.672961054086706076E+28  6.846628130719270729E+32  1.750526628381898833E+33  2.312718301995593479E+33  2.599871418715516693E+33  2.648906256331482213E+33  2.673978454972143543E+33  2.700498934653436613E+33  2.715321325784912702E+33  2.735143207678239732E+33  2.743203866571877112E+33  2.591540033676635668E+20  2.198284697695566177E+09  2.153304918195374489E+09  9.440590340526496887E+09  1.377698267031713697E+27
  1.977859675692998365E-01  2.745879400920260516E+33 -1.945621800594762126E+30  8.309010249027557456E+29 -2.855384004449917672E+33  2.532806490055044597E+51  2.974123076686129083E+45  2.532803515931970156E+51 -3.042248146883007809E+51 -2.073987298487792787E+52  3.981825477352750752E+46  5.060494679155258063E+29  5.060494679155258063E+29  5.060491528722618561E+29  5.060083057697924992E+29  6.688140626094051812E+28  6.846685302798155898E+32  1.750518210583931478E+33  2.312699984850683909E+33  2.599915820519538874E+33  2.648875967148990223E+33  2.673992240221516233E+33  2.700503262979048724E+33  2.715293866232313878E+33  2.735131415874033888E+33  2.743205945490443064E+33  2.603639650974684611E+20  2.198289608898921013E+09  2.153077491583544254E+09  9.441697137526674271E+09  1.377693560327147793E+27
  1.984130869971925670E-01  2.745879400920286457E+33 -2.051304943488051188E+30  1.072260722495040957E+30 -2.853287842908910997E+33  2.532819903838172695E+51  2.981141124203479976E+45  2.532816922697049918E+51 -3.042260614875386317E+51 -2.073987393238824755E+52  4.005120801645170920E+46  5.083694911131210923E+29  5.083694911131210923E+29  5.083691748548838455E+29  5.083279932290199939E+29  6.702600048931779708E+28  6.846743503031477321E+32  1.750490196110072101E+33  2.312689350862203923E+33  2.599948677891399196E+33  2.648843137690355652E+33  2.674009126496529895E+33  2.700501404909696670E+33  2.715265146475241964E+33  2.735121207915393086E+33  2.743208099744198635E+33  2.615766884362563092E+20  2.198299019207349777E+09  2.152798441066302299E+09  9.442788088719841003E+09  1.377678389996776869E+27
  1.990401439132343797E-01  2.745879400920304327E+33 -2.025740431422502295E+30  9.463540451388626391E+29 -2.851079995587195725E+33  2.532833316244833031E+51  2.988754428372614673E+45  2.532830327490404047E+51 -3.042273079714332241E+51 -2.073987488213201851E+52  4.028489304365247389E+46  5.106944245315328894E+29  5.106944245315328894E+29  5.106941077181741416E+29  5.106525754497916758E+29  6.716540839965385487E+28  6.846802659094501842E+32  1.750511404069666228E+33  2.312683920250835909E+33  2.599986100137705885E+33  2.648815303020777084E+33  2.674034384780384806E+33  2.700504883669072197E+33  2.715240978431430606E+33  2.735108315213480231E+33  2.743209787411312468E+33  2.627921487479127409E+20  2.198309447535546303E+09  2.152517615872593880E+09  9.443893125156921387E+09  1.377691207168843981E+27
  1.996671390644848554E-01  2.745879400920315857E+33 -1.769399904523478948E+30  8.555780343009800489E+29 -2.848648159094085165E+33  2.532846727048780367E+51  2.997187406940408842E+45  2.532843729861379391E+51 -3.042285541955919474E+51 -2.073987583397414601E+52  4.051931069621901213E+46  5.130242823431414687E+29  5.130242823431414687E+29  5.130239653870338123E+29  5.129820783457748349E+29  6.730087773369738321E+28  6.846862680372447234E+32  1.750483533607732071E+33  2.312686140079064054E+33  2.600029199767711123E+33  2.648786730646978954E+33  2.674065040133581693E+33  2.700498676034466954E+33  2.715216856867789209E+33  2.735092918946973282E+33  2.743211596198733318E+33  2.640103132985233244E+20  2.198320314590772629E+09  2.152195186744428158E+09  9.444960649174686432E+09  1.377675437274983642E+27
  2.002940698848176271E-01  2.745879400920334880E+33 -1.703227649734938387E+30  1.028888468654045536E+30 -2.846378448847002164E+33  2.532860136127574194E+51  3.006553592984274157E+45  2.532857129573980490E+51 -3.042298000946676936E+51 -2.073987678794896135E+52  4.075446024774572795E+46  5.153590588288916691E+29  5.153590588288916691E+29  5.153587407954697832E+29  5.153165031063782957E+29  6.744459447950782116E+28  6.846923468727830861E+32  1.750455741562501432E+33  2.312690669163718931E+33  2.600061266299857797E+33  2.648756371226876944E+33  2.674094921810606217E+33  2.700493636974808712E+33  2.715194876577538897E+33  2.735075544673507577E+33  2.743213312191146070E+33  2.652311375855610429E+20  2.198332849373471737E+09  2.151828253551250458E+09  9.446037744480710983E+09  1.377683973266214395E+27
  2.009209382642054287E-01  2.745879400920355056E+33 -1.806898922835530495E+30  8.139870004289252633E+29 -2.843632450161189897E+33  2.532873543405965920E+51  3.016921072563481679E+45  2.532870526484897626E+51 -3.042310456602479781E+51 -2.073987774405031019E+52  4.099034309838695615E+46  5.176987742773401454E+29  5.176987742773401454E+29  5.176984551620388575E+29  5.176558674446744979E+29  6.759153724684976721E+28  6.846984915501997550E+32  1.750442776810773300E+33  2.312681932380782696E+33  2.600102942736733876E+33  2.648736932426850898E+33  2.674130631448825138E+33  2.700480880833137464E+33  2.715176409725537622E+33  2.735062554807802721E+33  2.743214647062242858E+33  2.664545635275111465E+20  2.198345866111455917E+09  2.151451715880260468E+09  9.447090808840736389E+09  1.377680390697169024E+27
  2.015477451042506640E-01  2.745879400920375808E+33 -1.949996610349225531E+30  1.040371752783109995E+30 -2.840716076879598567E+33  2.532886948825841695E+51  3.028293351842538602E+45  2.532883920532488182E+51 -3.042322908332477525E+51 -2.073987870231133285E+52  4.122696063745855804E+46  5.200434327346397260E+29  5.200434327346397260E+29  5.200431129780505506E+29  5.200001750214148208E+29  6.775161580099580040E+28  6.847046884360134705E+32  1.750439722351492973E+33  2.312669759173823812E+33  2.600132337044479834E+33  2.648711796570666415E+33  2.674160840135607619E+33  2.700466931728104817E+33  2.715164095920574574E+33  2.735050165998264706E+33  2.743215992772451043E+33  2.676805515779648717E+20  2.198344169806097031E+09  2.151881644437261105E+09  9.448138081098575592E+09  1.377686320904608371E+27
  2.021744907893766041E-01  2.745879400920394255E+33 -1.800672152062213067E+30  8.718967005875821893E+29 -2.837789394634196201E+33  2.532900352314042141E+51  3.040661499725094010E+45  2.532897311652539148E+51 -3.042335356637017506E+51 -2.073987966276220280E+52  4.146431397929327618E+46  5.223930460731845335E+29  5.223930460731845335E+29  5.223927246456969163E+29  5.223494360429539774E+29  6.791405650114268888E+28  6.847109220944655249E+32  1.750436742881942017E+33  2.312646364757712536E+33  2.600165400898338561E+33  2.648691471994542749E+33  2.674196455037797267E+33  2.700453647180258352E+33  2.715154418656480625E+33  2.735037460737538013E+33  2.743218045327066985E+33  2.689090761413160796E+20  2.198347279589324951E+09  2.151501979739984035E+09  9.449155498826848984E+09  1.377680048191799952E+27
  2.028011775522440274E-01  2.745879400920412702E+33 -1.580903217921670496E+30  8.956231920601344904E+29 -2.834569843535458046E+33  2.532913753690422304E+51  3.053988328788779976E+45  2.532910699702095376E+51 -3.042347802082609384E+51 -2.073988062528978148E+52  4.170240483009405596E+46  5.247476320958784095E+29  5.247476320958784095E+29  5.247473105065395845E+29  5.247036682623188656E+29  6.808547509963344987E+28  6.847171758795740658E+32  1.750468238285879659E+33  2.312633466736288746E+33  2.600204923683560219E+33  2.648675072130901669E+33  2.674229026761870571E+33  2.700440424071253567E+33  2.715149592169058885E+33  2.735025955816341992E+33  2.743218883246010338E+33  2.701401167915539825E+20  2.198345988909052849E+09  2.151085201584485531E+09  9.450147676879707336E+09  1.377668824224801738E+27
  2.034278046408087293E-01  2.745879400920432878E+33 -1.541493076783467536E+30  9.537628336875753051E+29 -2.831212746146014600E+33  2.532927152850146637E+51  3.068122130642118446E+45  2.532924084728018799E+51 -3.042360244738401593E+51 -2.073988158991586025E+52  4.194123426337588386E+46  5.271071973584754495E+29  5.271071973584754495E+29  5.271068750262100228E+29  5.270628835892633597E+29  6.825919585578205587E+28  6.847234329854790216E+32  1.750514548750588315E+33  2.312643364803862215E+33  2.600232555594145282E+33  2.648654264714503113E+33  2.674272830610912397E+33  2.700422724667979676E+33  2.715142000146060185E+33  2.735014025523156592E+33  2.743220255086852960E+33  2.713736652246143468E+20  2.198351897963955879E+09  2.151566068555745602E+09  9.451139023033451080E+09  1.377680576246970657E+27
  2.040543730387726074E-01  2.745879400920451325E+33 -1.532457206307815099E+30  1.015900487447811356E+30 -2.827751162129118362E+33  2.532940549661997075E+51  3.082810559632306119E+45  2.532937466851437312E+51 -3.042372683802254885E+51 -2.073988255660178782E+52  4.218080332123972667E+46  5.294717536102230666E+29  5.294717536102230666E+29  5.294714299309079808E+29  5.294270887262883934E+29  6.843112501397555160E+28  6.847296775482073264E+32  1.750516690928566513E+33  2.312658466712980467E+33  2.600258205685958874E+33  2.648641531071424027E+33  2.674312286098553423E+33  2.700406625093401501E+33  2.715138838166376414E+33  2.734999563717811003E+33  2.743221549711780852E+33  2.726097204123490058E+20  2.198359987506418705E+09  2.151189787778048038E+09  9.452075744819959641E+09  1.377654503805228253E+27
  2.046808795303257100E-01  2.745879400920472077E+33 -1.512605567650184794E+30  9.647828536646702518E+29 -2.823981201158472320E+33  2.532953943863558424E+51  3.097766633586162447E+45  2.532950846096923689E+51 -3.042385119001759268E+51 -2.073988352526304123E+52  4.242111148186353786E+46  5.318412943490971494E+29  5.318412943490971494E+29  5.318409693604534291E+29  5.317962853832235645E+29  6.859854455311550829E+28  6.847358949577033423E+32  1.750568062464593786E+33  2.312645209305572897E+33  2.600289071984464375E+33  2.648636898484014974E+33  2.674344023525636433E+33  2.700390258918051269E+33  2.715136160134881288E+33  2.734986352455474166E+33  2.743222482997904215E+33  2.738482574259638436E+20  2.198376373682261944E+09  2.151896079071577072E+09  9.453032702550048828E+09  1.377675633309219633E+27
  2.053073268422198061E-01  2.745879400920487642E+33 -1.487748059960252247E+30  1.141633136154362962E+30 -2.820191141342728002E+33  2.532967335457429657E+51  3.112723899248757005E+45  2.532964222733530955E+51 -3.042397550599434612E+51 -2.073988449596464101E+52  4.266216094837854689E+46  5.342158564748131978E+29  5.342158564748131978E+29  5.342155302300595279E+29  5.341705102544896133E+29  6.877663012968552575E+28  6.847420729063861809E+32  1.750639189151942629E+33  2.312647854073774017E+33  2.600305558627117260E+33  2.648623608290808233E+33  2.674378059294886488E+33  2.700361935954063978E+33  2.715136002383293332E+33  2.734975304106029764E+33  2.743222703538230842E+33  2.750892829455610020E+20  2.198389760499097347E+09  2.151542223367612839E+09  9.453942412597309113E+09  1.377665817240631111E+27
  2.059337143113614266E-01  2.745879400920508394E+33 -1.787908700492773407E+30  1.028213529146847875E+30 -2.816209145663653930E+33  2.532980724489875883E+51  3.127326512006728133E+45  2.532977597163363871E+51 -3.042409977492968092E+51 -2.073988546888481271E+52  4.290395300964413224E+46  5.365954560434844839E+29  5.365954560434844839E+29  5.365951290401214822E+29  5.365497771726239867E+29  6.896149713540126226E+28  6.847482021143686018E+32  1.750690755031951620E+33  2.312649227106776098E+33  2.600325922818157050E+33  2.648610629871023303E+33  2.674414509953705407E+33  2.700337943303020523E+33  2.715140051815310181E+33  2.734962999509627746E+33  2.743222735193700293E+33  2.763328219024261775E+20  2.198414941210703373E+09  2.151148390804783821E+09  9.454839666547290802E+09  1.377668376611298101E+27
  2.065600388259465348E-01  2.745879400920529147E+33 -1.530715814777790986E+30  9.590104973285334382E+29 -2.811826026584242995E+33  2.532994110695418704E+51  3.141264230437419790E+45  2.532990969431190505E+51 -3.042422399228991938E+51 -2.073988644393876220E+52  4.314648782735380305E+46  5.389800990286374915E+29  5.389800990286374915E+29  5.389797705221449154E+29  5.389340969432304346E+29  6.915000351984217842E+28  6.847542765363835090E+32  1.750712923029433378E+33  2.312639935170172816E+33  2.600328488821880204E+33  2.648600783861605934E+33  2.674459104820000993E+33  2.700313252251532976E+33  2.715147134264372030E+33  2.734948792788902344E+33  2.743223410945177825E+33  2.775789027886510899E+20  2.198428045032667160E+09  2.150716165736532211E+09  9.455718953195701599E+09  1.377675735541734092E+27
  2.071863074126493731E-01  2.745879400920547594E+33 -1.828991569952339556E+30  8.680594944782616304E+29 -2.807618316143281862E+33  2.533007494105594384E+51  3.154308379690789861E+45  2.533004339797217538E+51 -3.042434816734322335E+51 -2.073988742113631249E+52  4.338976904193038291E+46  5.413698352176257036E+29  5.413698352176257036E+29  5.413695056381146282E+29  5.413235163661571947E+29  6.932691286989643648E+28  6.847602935035203737E+32  1.750695861780542205E+33  2.312617143593011369E+33  2.600332504271727667E+33  2.648597875055602626E+33  2.674500715820420155E+33  2.700287306731608161E+33  2.715156511275701078E+33  2.734933078951067960E+33  2.743224283166155377E+33  2.788275989195430298E+20  2.198449796618852139E+09  2.151118297449590683E+09  9.456588732914216995E+09  1.375592309698101375E+27
  2.078125111009497261E-01  2.745879400920567770E+33 -1.593105803468672694E+30  7.160708848057393583E+29 -2.803116913570501784E+33  2.533020874357999878E+51  3.166302318198829118E+45  2.533017708055682802E+51 -3.042447229261263219E+51 -2.073988840040876641E+52  4.363379373545715321E+46  5.437646710540534518E+29  5.437646710540534518E+29  5.437643405677867830E+29  5.437180341132483343E+29  6.949726229889922526E+28  6.847662532057234458E+32  1.750678894408981487E+33  2.312623887532782468E+33  2.600334365330755061E+33  2.648603162432145931E+33  2.674542035253060356E+33  2.700258618110107852E+33  2.715166763331015534E+33  2.734918120814454636E+33  2.743224010487068162E+33  2.800789684317358981E+20  2.198461798004850864E+09  2.150708297163140297E+09  9.457666880947511673E+09  1.375595677399098180E+27
  2.084386564928727981E-01  2.745879400920586793E+33 -1.712682441341286190E+30  7.346469556079487780E+29 -2.798574378203403683E+33  2.533034251541591443E+51  3.177174948156494495E+45  2.533031074366642960E+51 -3.042459636296159684E+51 -2.073988938182898958E+52  4.387856578028290419E+46  5.461646588006341256E+29  5.461646588006341256E+29  5.461643268582150708E+29  5.461176910701997277E+29  6.967593613842056838E+28  6.847721589350845656E+32  1.750671846221220832E+33  2.312612681151804051E+33  2.600313507617392056E+33  2.648607911260981813E+33  2.674584761922136685E+33  2.700226852987647068E+33  2.715180841458566814E+33  2.734901853480922927E+33  2.743222819260444082E+33  2.813330830042144440E+20  2.198483394445764065E+09  2.151884661833539486E+09  9.458739249811983109E+09  1.375595623579303623E+27
  2.090647393924687236E-01  2.745879400920605816E+33 -1.650163210924501306E+30  8.271196560547286374E+29 -2.793795115062433286E+33  2.533047625444914824E+51  3.186944813119904292E+45  2.533044438500103021E+51 -3.042472037630473804E+51 -2.073989036538194313E+52  4.412408455965195589E+46  5.485698078158838499E+29  5.485698078158838499E+29  5.485694753368785620E+29  5.485224880016758667E+29  6.984613251240403639E+28  6.847780163951617565E+32  1.750726319453389025E+33  2.312597886740050588E+33  2.600309706986886213E+33  2.648614120718540998E+33  2.674618503120698053E+33  2.700193636855643923E+33  2.715195515066948499E+33  2.734887415536556090E+33  2.743221509502276591E+33  2.825899964031903990E+20  2.198490467283432484E+09  2.151592066384184361E+09  9.459802262727216721E+09  1.375588834093412487E+27
  2.096907628004503477E-01  2.745879400920623687E+33 -1.863142420983303558E+30  8.025526211271574024E+29 -2.788905099733718490E+33  2.533060995959431910E+51  3.195698257743142891E+45  2.533057800261170248E+51 -3.042484433818695694E+51 -2.073989135101341314E+52  4.437035142461705404E+46  5.509801296116918303E+29  5.509801296116918303E+29  5.509797967460126154E+29  5.509324395484135100E+29  7.000828360808678611E+28  6.847838326212789010E+32  1.750716976823887298E+33  2.312606975716174648E+33  2.600304001370308085E+33  2.648626978375078124E+33  2.674650778017088369E+33  2.700160729301921647E+33  2.715213196394161027E+33  2.734873219931814456E+33  2.743221079087006180E+33  2.838497580237380977E+20  2.198508514028074265E+09  2.151272336039167404E+09  9.460854437157293320E+09  1.375574406233572105E+27
  2.103167239671659416E-01  2.745879400920642710E+33 -1.651886326896236714E+30  5.712751193074010892E+29 -2.783891962639388725E+33  2.533074362996634725E+51  3.203555723676445045E+45  2.533071159440914258E+51 -3.042496824625691570E+51 -2.073989233880441874E+52  4.461736561207664800E+46  5.533956283516715994E+29  5.533956283516715994E+29  5.533952951059858959E+29  5.533475568922055324E+29  7.017652838937759525E+28  6.847896157213798269E+32  1.750719986462557842E+33  2.312621956678848176E+33  2.600292416861390499E+33  2.648640292257987327E+33  2.674684140173093326E+33  2.700126577573878282E+33  2.715235590916391220E+33  2.734859353679946010E+33  2.743220196792246125E+33  2.851124140929730806E+20  2.198517936906448841E+09  2.150527871468821049E+09  9.461923926059312820E+09  1.375585895401805170E+27
  2.109426265267586031E-01  2.745879400920661157E+33 -1.829851928457120611E+30  7.303976191309352195E+29 -2.778988771454839540E+33  2.533087726659767731E+51  3.210707983987625337E+45  2.533084515951782458E+51 -3.042509210196800549E+51 -2.073989332890244574E+52  4.486512972645951149E+46  5.558163340314288784E+29  5.558163340314288784E+29  5.558160002980557600E+29  5.557678752071674264E+29  7.035657000921240586E+28  6.847953747060855159E+32  1.750668983216930362E+33  2.312639985750186989E+33  2.600284017790327144E+33  2.648652713589576136E+33  2.674715167447796398E+33  2.700101739159921996E+33  2.715262823469586131E+33  2.734847575065154109E+33  2.743218505207503866E+33  2.863780042225388093E+20  2.198530174658990860E+09  2.150393786191700459E+09  9.462969316480871201E+09  1.375573753999178553E+27
  2.115684664975997498E-01  2.745879400920679603E+33 -1.121040218185183642E+30  6.074012606802857380E+29 -2.773900985080095165E+33  2.533101086702780524E+51  3.217371945376031555E+45  2.533097869330842953E+51 -3.042521589866264833E+51 -2.073989432125686651E+52  4.511364312367284608E+46  5.582422437969892363E+29  5.582422437969892363E+29  5.582419095394755121E+29  5.581933928773895610E+29  7.052683167231344240E+28  6.848011183190196405E+32  1.750657346951218830E+33  2.312656581806769603E+33  2.600271153961625319E+33  2.648665909384537123E+33  2.674738595375264270E+33  2.700070970091741867E+33  2.715293605273898160E+33  2.734837290957057886E+33  2.743217072857272599E+33  2.876465610763192238E+20  2.198536378658015728E+09  2.150035605056996346E+09  9.464010361427000046E+09  1.375575701214851220E+27
  2.121942462667257279E-01  2.745879400920699203E+33 -1.269919480094390054E+30  3.475334754736784983E+29 -2.768428607214481430E+33  2.533114443095383986E+51  3.223851913944146678E+45  2.533111219243476219E+51 -3.042533963574901874E+51 -2.073989531590651577E+52  4.536290669490909819E+46  5.606733807394998685E+29  5.606733807394998685E+29  5.606730457757850605E+29  5.606241425612349481E+29  7.069928990084284882E+28  6.848068552153779469E+32  1.750670320392229552E+33  2.312657426874875155E+33  2.600245071728540577E+33  2.648684753350126851E+33  2.674761209597409913E+33  2.700037607636722683E+33  2.715324996217605391E+33  2.734827200720025068E+33  2.743215325809308488E+33  2.889180982829479363E+20  2.198549484610040665E+09  2.150102357603070259E+09  9.464987124891901016E+09  1.375563575651523856E+27
  2.128199659609623096E-01  2.745879400920719379E+33 -1.242825478527636375E+30  5.281485607497764097E+29 -2.763187022883680820E+33  2.533127795619560800E+51  3.230445368027577608E+45  2.533124565174196340E+51 -3.042546331338688992E+51 -2.073989631275160571E+52  4.561292120059844255E+46  5.631097506770536804E+29  5.631097506770536804E+29  5.631094145037615216E+29  5.630601406880965188E+29  7.087692222957436823E+28  6.848125934734348368E+32  1.750683312004110696E+33  2.312673275914769838E+33  2.600219625874335402E+33  2.648704532772687948E+33  2.674776588005005958E+33  2.700011120586300351E+33  2.715356254782148346E+33  2.734818402380549432E+33  2.743213051222908037E+33  2.901925926129303552E+20  2.198545324206551075E+09  2.149933871716254234E+09  9.465967544366058350E+09  1.375566626494955204E+27
  2.134456249578261522E-01  2.745879400920741861E+33 -1.321494937863312405E+30  6.842108915345472840E+29 -2.757614813812829901E+33  2.533141144222303347E+51  3.237426748928164300E+45  2.533137906795552654E+51 -3.042558693387197156E+51 -2.073989731187641206E+52  4.586368794328848572E+46  5.655513611621661367E+29  5.655513611621661367E+29  5.655510238696207507E+29  5.655013931311750531E+29  7.105123299548123885E+28  6.848183406141083013E+32  1.750666814288961090E+33  2.312711539998382140E+33  2.600207080816780482E+33  2.648723067158078619E+33  2.674801167519481019E+33  2.699977966867282618E+33  2.715392814344060822E+33  2.734809531094194507E+33  2.743210232376885765E+33  2.914700214213345935E+20  2.198555633920262337E+09  2.149750595459463120E+09  9.466919390183389664E+09  1.375551554617881013E+27
  2.140712239967287878E-01  2.745879400920759155E+33 -1.461307057786016817E+30  6.963825455810866853E+29 -2.751679492991725352E+33  2.533154488765406475E+51  3.245010865581234869E+45  2.533151243754543077E+51 -3.042571049624446799E+51 -2.073989831325415618E+52  4.611520795022268043E+46  5.679982157963018236E+29  5.679982157963018236E+29  5.679978775272963106E+29  5.679479041291358675E+29  7.121576595432919571E+28  6.848241036584822011E+32  1.750689619978960312E+33  2.312726380905424401E+33  2.600174849423666075E+33  2.648745388293376103E+33  2.674822021161723123E+33  2.699943045442333960E+33  2.715427552793392101E+33  2.734803357122320420E+33  2.743207937475789924E+33  2.927503368090529956E+20  2.198544846083671570E+09  2.149556023935813427E+09  9.467863683392892838E+09  1.375542271200983651E+27
  2.146967632029416762E-01  2.745879400920781637E+33 -1.376763286221838818E+30  8.638387188737364674E+29 -2.745818872603709156E+33  2.533167829127854276E+51  3.253422944884926350E+45  2.533164575704914018E+51 -3.042583399684440973E+51 -2.073989931688943454E+52  4.636748147900106573E+46  5.704503458647520139E+29  5.704503458647520139E+29  5.704500064167689985E+29  5.703996961150987420E+29  7.136762221484706981E+28  6.848298884704869498E+32  1.750653392569464045E+33  2.312756336757658855E+33  2.600149948937921696E+33  2.648772285359522468E+33  2.674839352483620448E+33  2.699909442634344533E+33  2.715465991271188369E+33  2.734796621872210070E+33  2.743204808982770629E+33  2.940334812904349041E+20  2.198547322910463810E+09  2.149352517511406898E+09  9.468791674419622421E+09  1.375530296398480107E+27
  2.153222429962267093E-01  2.745879400920800660E+33 -1.389223958541862807E+30  5.873428201496376052E+29 -2.739700316256167165E+33  2.533181165248920638E+51  3.262807034730634961E+45  2.533177902441887935E+51 -3.042595743673574412E+51 -2.073990032284424765E+52  4.662051023881242139E+46  5.729077778418107274E+29  5.729077778418107274E+29  5.729074364515595970E+29  5.728567817457788851E+29  7.151224760768888138E+28  6.848356994688778165E+32  1.750656395046244713E+33  2.312791603432696242E+33  2.600117493866519438E+33  2.648800275863952379E+33  2.674848946703855825E+33  2.699880003535956679E+33  2.715504150190960136E+33  2.734791144525657963E+33  2.743201311439848647E+33  2.953194103693076070E+20  2.198531222279882908E+09  2.149133918495463371E+09  9.469707062090965271E+09  1.375519493557878510E+27
  2.159476632421433173E-01  2.745879400920819107E+33 -1.653645455634770485E+30  6.179899397028353713E+29 -2.733532772647699251E+33  2.533194496927835973E+51  3.273287480068515785E+45  2.533191223640362245E+51 -3.042608081174453573E+51 -2.073990133104999673E+52  4.687429530599175449E+46  5.753705253911492835E+29  5.753705253911492835E+29  5.753701835738119489E+29  5.753191670017091150E+29  7.165981590177769795E+28  6.848415394671011907E+32  1.750688746396005169E+33  2.312823202121508091E+33  2.600084851433786397E+33  2.648837590054840671E+33  2.674851624445715163E+33  2.699853275572456968E+33  2.715545224023494673E+33  2.734785659582600602E+33  2.743197232568278631E+33  2.966080786292364411E+20  2.198536353414289951E+09  2.148879035707619190E+09  9.470599757043958664E+09  1.375504536471158013E+27
  2.165730226268151593E-01  2.745879400920843318E+33 -1.462334824182615601E+30  6.006782353027494704E+29 -2.726799949908647235E+33  2.533207823954909581E+51  3.284944328696945659E+45  2.533204539010587843E+51 -3.042620412931912693E+51 -2.073990234144936013E+52  4.712883672475121924E+46  5.778385652957310852E+29  5.778385652957310852E+29  5.778382227886856931E+29  5.777868351500809718E+29  7.181568803550482565E+28  6.848474098514408422E+32  1.750723361722876898E+33  2.312853205828563299E+33  2.600052147245528350E+33  2.648878851954008604E+33  2.674855758745997784E+33  2.699827199404851910E+33  2.715584281951329452E+33  2.734781051244187762E+33  2.743192038723810753E+33  2.978994014203298447E+20  2.198519623929904461E+09  2.148620277410977840E+09  9.471486274787633896E+09  1.375506966319649095E+27
  2.171983240709596807E-01  2.745879400920859459E+33 -1.491768295549715868E+30  5.741539872521540137E+29 -2.720314202517346915E+33  2.533221146380780395E+51  3.297781991554791587E+45  2.533217848598787301E+51 -3.042632738289764415E+51 -2.073990335416254791E+52  4.738413701781679031E+46  5.803119103705476759E+29  5.803119103705476759E+29  5.803115672643146085E+29  5.802598013648351033E+29  7.197715680624816639E+28  6.848533102906236557E+32  1.750772468459197528E+33  2.312853379966279300E+33  2.600019867803455042E+33  2.648930221964078838E+33  2.674863898797893403E+33  2.699804799830101750E+33  2.715621655075755807E+33  2.734780361512512040E+33  2.743187865332623479E+33  2.991933078083577446E+20  2.198533270670907021E+09  2.148312327371890545E+09  9.472328753289520264E+09  1.375487895460492149E+27
  2.178235674286054802E-01  2.745879400920879635E+33 -1.281114841538993951E+30  4.668336187887199770E+29 -2.713253510104629628E+33  2.533234464044048568E+51  3.311769087519044229E+45  2.533231152274963784E+51 -3.042645056961728254E+51 -2.073990436916178455E+52  4.764019793685653346E+46  5.827905745301325556E+29  5.827905745301325556E+29  5.827902305484352569E+29  5.827380851340697659E+29  7.216591267363619778E+28  6.848592388580094224E+32  1.750799144530655513E+33  2.312890913283806658E+33  2.599992680415415895E+33  2.648979196322426160E+33  2.674869858505864830E+33  2.699786723173930747E+33  2.715656501875472956E+33  2.734780148522715039E+33  2.743184296219759243E+33  3.004897530294926049E+20  2.198526837613836765E+09  2.148039711760831833E+09  9.473181233042743683E+09  1.375505590079705850E+27
  2.184487520002997840E-01  2.745879400920903270E+33 -1.363431856746038494E+30  3.323743201638142391E+29 -2.706220424419697606E+33  2.533247776872336306E+51  3.326866778887816943E+45  2.533244450005560599E+51 -3.042657368765209488E+51 -2.073990538652126487E+52  4.789702091366527149E+46  5.852745752748003068E+29  5.852745752748003068E+29  5.852742302923822010E+29  5.852216982428773667E+29  7.237719023408040932E+28  6.848651925929414030E+32  1.750821752699031695E+33  2.312921163444056811E+33  2.599962977870524130E+33  2.649028573730229883E+33  2.674865987510028898E+33  2.699774967241385062E+33  2.715689640202210380E+33  2.734779517479440327E+33  2.743180525803783108E+33  3.017887241785988874E+20  2.198541984639886856E+09  2.147622975311126232E+09  9.473982970695957184E+09  1.375490300053325111E+27
  2.190738806164740926E-01  2.745879400920920564E+33 -1.515664301089537258E+30  4.446891578668608700E+29 -2.699078932240900557E+33  2.533261084562351995E+51  3.343015524336144030E+45  2.533257741546829233E+51 -3.042669673266503620E+51 -2.073990640601568474E+52  4.815460819931853399E+46  5.877639427996740658E+29  5.877639427996740658E+29  5.877635975427028752E+29  5.877106696842729111E+29  7.258744408055298252E+28  6.848711676167027051E+32  1.750890612168294793E+33  2.312962966408484998E+33  2.599929289955783082E+33  2.649071064597022641E+33  2.674863494226980679E+33  2.699768140540036980E+33  2.715723110343417933E+33  2.734776931207226842E+33  2.743177151422503865E+33  3.030902304152942674E+20  2.198536880053514957E+09  2.147266821446940660E+09  9.474786099015478134E+09  1.375499972822818271E+27
